1571129566.000000, 1571129566.000000, 1571129566.000000
32.000000, 32.000000, 32.000000
-25,8,56
-25,8,56
-24,10,58
-24,11,56
-24,8,58
-26,7,57
-25,7,56
-25,6,57
-24,6,57
-23,7,59
-24,7,60
-25,5,59
-25,5,58
-24,6,58
-25,4,58
-25,4,58
-25,5,59
-24,6,58
-25,6,57
-24,7,58
-25,6,58
-25,5,58
-24,5,58
-25,5,59
-25,4,59
-24,5,59
-23,6,58
-24,5,59
-25,5,59
-24,6,58
-24,6,57
-25,6,57
-24,5,58
-24,6,58
-25,5,58
-25,5,58
-25,5,58
-24,6,58
-24,5,58
-25,5,59
-25,5,58
-25,5,58
-24,6,58
-24,6,58
-25,5,59
-25,6,58
-25,6,58
-25,4,58
-26,4,57
-25,4,58
-25,5,58
-24,6,58
-25,5,59
-25,5,59
-25,5,58
-25,5,58
-25,5,58
-25,6,58
-24,7,57
-25,5,58
-25,5,58
-26,4,58
-25,5,58
-24,5,58
-25,4,58
-25,5,60
-25,6,57
-25,6,57
-26,4,58
-26,4,57
-25,6,57
-25,5,57
-25,5,58
-24,5,59
-25,5,60
-25,4,57
-26,4,58
-25,5,57
-25,4,58
-26,4,58
-25,5,58
-25,6,57
-25,6,58
-25,5,58
-25,4,58
-25,4,59
-25,4,58
-25,5,58
-25,5,58
-26,4,57
-25,5,57
-26,5,57
-25,5,58
-25,5,58
-25,5,58
-25,5,58
-25,4,59
-26,2,59
-26,2,59
-25,1,60
-25,1,60
-26,-1,60
-27,-3,60
-29,-7,61
-32,-12,59
-33,-13,56
-33,-13,52
-35,-13,49
-34,-6,44
-35,0,34
-34,5,26
-31,3,19
-31,1,21
-25,-9,37
-24,-13,43
-18,-15,45
-15,-35,45
-14,-45,49
-16,-63,58
-19,-69,60
-31,-74,31
-31,-73,19
-24,-58,16
-17,-63,25
-21,-71,19
-30,-70,-4
-24,-63,0
-29,-65,11
-22,-52,14
-33,-44,10
36,-107,58
-14,-64,22
-17,-54,3
-23,-50,-8
-1,-70,19
-16,-53,-2
-14,-65,-2
23,-66,1
15,-67,15
-12,-62,-3
2,-64,13
4,-66,8
-7,-61,5
5,-66,7
3,-65,7
-6,-61,5
4,-65,7
-4,-62,6
0,-64,7
1,-64,7
-2,-63,6
-2,-48,6
12,-73,7
0,-61,6
2,-66,7
5,-65,6
-4,-62,5
4,-65,8
-1,-63,6
0,-59,6
-1,-64,7
1,-65,6
0,-64,7
0,-64,6
1,-64,7
1,-64,7
1,-64,6
1,-64,6
1,-64,7
1,-64,6
1,-64,6
1,-64,7
1,-64,6
1,-64,6
1,-64,6
1,-64,6
1,-64,6
1,-64,6
1,-64,6
1,-64,7
1,-64,6
1,-64,6
1,-64,6
1,-64,6
1,-64,6
1,-64,6
1,-64,6
1,-64,6
1,-64,7
1,-64,6
1,-64,7
1,-64,6
1,-65,6
1,-63,6
0,-64,6
1,-64,6
1,-64,6
1,-64,6
0,-64,6
1,-64,7
1,-64,7
1,-64,6
1,-64,7
1,-64,6
1,-64,6
