1571136558.000000, IBI
31.392062,0.906291
67.503090,0.750034
68.284376,0.781286
69.018784,0.734409
69.815696,0.796911
70.612607,0.796911
71.425144,0.812537
72.222056,0.796911
76.144110,0.765660
76.909770,0.765660
77.706682,0.796911
78.472342,0.765660
79.363008,0.890666
87.285245,0.718783
88.035280,0.750034
88.769688,0.734409
97.316955,0.625029
158.819770,0.687531
167.992065,0.781286
168.851479,0.859414
169.695268,0.843789
173.148551,0.984420
176.883097,0.718783
177.695634,0.812537
180.508263,0.593777
184.461569,0.781286
185.149100,0.687531
185.821006,0.671906
186.555414,0.734409
187.274197,0.718783
188.008606,0.734409
188.711763,0.703157
189.508675,0.796911
190.305586,0.796911
200.040407,0.859414
200.868570,0.828163
201.681107,0.812537
202.540521,0.859414
241.682938,0.390643
313.217462,0.562526
313.779988,0.562526
608.949749,0.828163
615.075030,0.750034
615.856316,0.781286
622.387865,0.750034
623.137899,0.750034
623.825430,0.687531
624.591090,0.765660
625.325499,0.734409
626.059908,0.734409
626.888071,0.828163
627.544351,0.656280
628.388139,0.843789
629.013168,0.625029
629.794454,0.781286
630.450734,0.656280
631.247645,0.796911
631.935177,0.687531
632.747714,0.812537
633.403994,0.656280
634.138402,0.734409
634.732180,0.593777
635.435337,0.703157
636.122868,0.687531
650.748538,0.812537
665.171073,0.843789
666.124242,0.953169
695.469335,0.812537
739.080706,0.859414
763.816213,0.828163
764.519371,0.703157
765.285031,0.765660
766.160071,0.875040
766.800725,0.640654
767.457005,0.656280
768.253917,0.796911
769.035202,0.781286
769.769611,0.734409
791.739367,0.718783
795.145772,0.765660
816.521751,0.750034
817.459294,0.937543
818.178077,0.718783
826.334700,0.656280
861.195671,0.750034
879.555886,0.765660
880.415301,0.859414
881.274715,0.859414
882.212258,0.937543
883.040421,0.828163
913.869957,0.656280
914.557488,0.687531
930.073824,0.687531
930.808232,0.734409
931.605144,0.796911
944.715119,0.625029
945.449528,0.734409
946.105808,0.656280
946.824590,0.718783
947.418368,0.593777
948.168402,0.750034
948.840308,0.671906
949.652845,0.812537
950.309125,0.656280
950.965405,0.656280
951.746691,0.781286
952.465474,0.718783
953.137379,0.671906
953.856162,0.718783
954.528068,0.671906
955.231225,0.703157
969.403749,0.531274
970.091280,0.687531
970.778812,0.687531
971.403841,0.625029
972.044495,0.640654
972.685149,0.640654
973.325804,0.640654
974.091464,0.765660
974.825872,0.734409
978.466664,0.828163
979.201072,0.734409
979.919855,0.718783
980.732393,0.812537
1006.577326,0.656280
1007.311734,0.734409
1012.936992,0.765660
1013.671400,0.734409
1017.515326,0.625029
1018.124729,0.609403
1018.843512,0.718783
1019.546669,0.703157
1020.077944,0.531274
1050.938731,0.765660
1058.954723,0.718783
1059.642255,0.687531
1060.267283,0.625029
1075.314847,0.593777
1076.033630,0.718783
1076.596156,0.562526
1077.377441,0.781286
1078.127476,0.750034
1078.815007,0.687531
1096.050171,0.781286
1096.768954,0.718783
1110.847723,0.750034
1111.566506,0.718783
1112.300915,0.734409
1113.035324,0.734409
1113.785358,0.750034
