1571136558.000000, 1571136558.000000, 1571136558.000000
32.000000, 32.000000, 32.000000
24,-45,40
24,-48,37
29,-57,29
36,-60,29
32,-59,34
26,-59,31
11,-55,26
2,-53,24
0,-55,30
-2,-55,29
-7,-55,26
-13,-57,17
-10,-58,20
-6,-58,19
-9,-57,17
-10,-58,16
-6,-58,21
-5,-56,22
-9,-57,33
-4,-58,30
-2,-61,28
8,-60,22
12,-63,18
12,-62,17
18,-63,19
16,-60,9
7,-59,1
10,-61,8
15,-62,13
11,-62,14
8,-63,13
4,-58,12
8,-57,14
12,-58,21
14,-57,20
10,-63,16
-2,-57,11
11,-56,25
18,-58,25
23,-59,21
26,-60,29
16,-59,30
23,-63,36
32,-39,40
30,-48,31
17,-43,32
25,-45,36
42,-47,33
33,-43,34
31,-46,26
34,-46,32
35,-47,29
23,-38,39
23,-28,45
34,-16,44
36,-44,35
26,-77,23
-10,-49,21
-9,-48,35
-26,-36,35
-12,-33,45
-12,-27,47
-24,-25,43
-19,-25,57
-13,-13,67
-13,-18,64
-19,-16,63
-21,-14,63
-16,-15,64
-17,-10,64
-15,-18,58
-19,-16,55
-22,-20,53
-24,-18,56
-25,-19,56
-29,-23,53
-29,-28,51
-55,-21,51
-34,6,58
-20,-42,49
-4,-11,58
7,-26,61
-3,-32,54
8,-26,56
7,-22,55
-17,-22,70
-16,-27,70
-22,-28,54
-20,-31,52
-20,-34,53
-17,-30,48
-21,-30,47
-19,-33,46
-18,-31,51
-23,-34,46
-22,-33,48
-21,-33,52
-14,-31,54
-13,-28,55
-13,-26,54
-13,-27,52
-12,-29,63
-7,-27,61
-8,-30,58
-12,-31,53
-10,-31,55
-11,-34,50
-19,-37,49
-25,-39,46
-20,-37,45
-17,-34,47
-11,-35,49
-8,-47,47
-10,-33,55
-11,-28,56
-11,-29,56
-15,-33,50
-13,-36,52
-10,-31,56
-13,-31,54
-17,-28,55
-20,-25,54
-20,-21,56
-14,-20,55
-13,-19,52
-10,-22,48
30,-10,66
-5,-25,49
3,-24,56
7,-25,57
7,-25,50
13,-29,52
10,-36,48
19,-39,44
26,-38,46
33,-36,47
42,-32,57
38,-29,56
35,-30,51
34,-30,53
32,-24,52
33,-19,56
33,-16,50
40,-20,51
40,-20,65
24,-25,60
20,-23,53
25,-19,54
26,-19,57
19,-17,56
13,-16,61
1,-15,62
12,-17,57
20,-19,61
19,-19,60
15,-18,54
37,-21,61
47,-21,56
65,-21,72
50,-33,61
42,-36,59
31,-33,48
24,-32,44
19,-29,36
1,-25,38
-7,-27,32
-19,-29,35
-29,-30,38
-33,-30,61
-41,-35,53
-8,-34,50
-17,-35,48
-12,-33,44
7,-45,47
2,-39,48
3,-43,50
5,-43,52
8,-43,50
10,-44,47
9,-44,45
5,-44,41
7,-43,43
4,-43,42
10,-45,43
11,-46,41
17,-44,39
20,-44,38
15,-44,33
19,-45,32
28,-47,32
32,-47,30
30,-50,29
26,-52,25
26,-52,25
31,-53,30
35,-45,34
36,-44,36
36,-45,30
34,-42,29
37,-43,30
36,-44,30
40,-44,33
33,-42,29
30,-43,27
38,-40,27
37,-42,24
41,-38,27
47,-42,26
38,-42,24
39,-43,26
39,-42,27
45,-42,26
41,-42,24
43,-41,21
46,-41,21
45,-38,22
43,-38,21
41,-38,22
48,-36,28
47,-36,27
44,-38,20
33,-29,19
52,-32,10
67,11,-21
0,-116,11
11,-49,62
53,-42,67
34,-33,71
21,-31,49
75,-28,54
31,-28,30
44,-30,35
33,-29,31
29,-21,40
23,-36,36
23,-26,48
27,-33,50
32,-38,49
32,-34,47
43,-34,39
45,-38,35
36,-43,32
40,-24,30
41,-32,26
48,-37,26
48,-33,30
42,-28,27
35,-40,27
31,-37,20
32,-35,23
39,-38,26
40,-38,31
47,-35,35
46,-32,34
56,-33,28
51,-29,25
48,-29,23
46,-27,25
48,-31,26
50,-27,24
53,-28,23
49,-27,25
51,-27,26
52,-26,27
45,-23,27
50,-23,27
56,-27,23
53,-24,20
55,-23,28
53,-23,27
52,-24,23
58,-24,20
59,-24,19
55,-25,18
59,-27,18
54,-24,20
54,-25,23
59,-23,27
54,-29,25
55,-33,26
55,-41,28
38,-29,28
44,-42,29
45,-39,29
46,-38,28
