1571133129.000000, 1571133129.000000, 1571133129.000000
32.000000, 32.000000, 32.000000
17,20,57
17,20,57
17,21,57
17,21,57
17,20,57
17,21,57
17,21,57
17,21,57
17,20,57
17,21,57
17,21,57
17,21,57
17,20,57
17,21,57
18,20,58
17,21,57
17,20,57
17,20,57
17,21,57
17,20,57
17,20,57
17,21,57
17,20,57
17,21,58
17,21,57
17,21,57
17,20,57
17,21,57
17,20,57
17,20,57
17,21,57
17,21,57
17,20,57
17,21,57
17,21,57
17,20,57
17,21,57
17,21,57
17,20,57
17,20,57
17,20,57
17,21,57
17,21,57
17,20,57
17,20,57
17,20,57
17,21,57
17,20,57
17,21,57
17,20,57
17,20,57
17,20,57
17,20,57
17,21,57
17,21,57
17,20,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
16,21,56
17,21,57
17,21,57
17,21,57
17,21,57
17,20,56
18,20,58
17,21,57
17,21,57
17,20,57
17,20,57
17,20,57
17,20,57
17,21,57
17,20,57
17,20,57
17,21,57
17,21,57
17,20,57
17,20,57
17,21,57
17,21,57
17,20,58
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,20,57
17,21,57
17,20,57
17,21,57
17,21,57
17,21,57
17,21,57
17,20,57
17,20,57
17,20,57
17,21,57
17,21,58
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,20,57
17,21,57
17,20,57
17,21,57
17,21,57
17,20,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,58
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,56
17,21,57
17,21,58
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,57
17,21,56
18,21,56
18,22,56
19,22,57
19,22,56
18,22,56
19,22,57
19,23,55
20,22,56
20,23,55
20,25,53
21,25,53
22,24,52
23,24,53
25,23,53
29,21,55
31,22,55
28,24,56
29,22,60
22,21,61
12,21,56
9,20,56
6,19,57
5,16,57
3,11,64
-1,9,65
-10,7,55
-12,4,53
-8,4,59
-2,2,66
1,-1,67
1,-1,70
0,-1,66
4,-2,64
6,-1,58
6,0,54
6,1,51
11,0,54
14,1,66
18,3,83
11,4,75
5,3,56
9,5,59
17,2,67
14,2,64
8,1,59
7,1,65
11,1,66
7,3,59
8,4,61
4,3,62
2,4,65
1,6,58
15,3,65
17,1,63
16,2,62
15,2,61
15,2,61
17,3,61
19,2,61
19,3,61
17,3,61
15,2,61
17,3,61
17,3,60
16,3,59
17,2,62
16,4,58
16,3,58
17,3,62
17,3,60
17,3,60
18,3,60
19,3,60
17,2,61
16,3,61
17,4,58
19,2,63
16,3,58
19,2,62
18,3,61
19,2,61
16,3,60
17,3,60
19,3,60
18,3,60
19,3,61
18,3,59
20,2,63
16,3,57
18,2,61
19,3,60
17,3,60
18,2,60
18,2,60
19,2,60
22,2,60
21,3,59
21,2,60
20,2,60
19,3,59
20,2,60
20,3,60
20,2,60
21,2,64
19,3,56
23,2,61
17,2,58
21,3,60
21,2,61
14,2,60
14,3,61
17,3,61
18,3,61
15,3,61
16,3,61
16,3,61
17,3,61
18,3,61
16,3,61
16,3,61
16,3,61
17,3,61
16,3,61
17,2,61
21,3,60
18,3,61
18,2,60
17,3,61
17,3,60
17,3,61
17,3,61
17,3,61
17,3,61
16,3,59
17,3,60
16,3,59
16,3,58
18,3,62
16,3,60
16,3,61
16,3,61
17,3,61
17,2,61
17,3,61
16,3,61
15,3,61
16,2,61
16,3,61
15,3,62
14,2,61
15,3,61
15,2,61
15,2,61
15,2,61
16,2,61
15,2,61
14,3,61
14,3,61
16,2,60
19,2,61
18,2,61
17,2,61
17,2,61
17,2,61
17,2,61
17,2,61
17,2,61
17,2,61
17,3,61
14,2,61
14,2,61
16,3,61
16,3,60
17,2,63
17,3,62
18,2,61
13,2,61
14,3,61
17,2,60
17,2,61
16,2,61
16,2,61
16,2,61
17,2,61
18,2,61
18,2,60
18,2,61
18,2,60
18,2,61
17,2,60
18,2,60
18,2,60
18,2,60
19,2,63
17,3,58
18,1,60
19,4,59
19,4,59
20,3,56
22,8,58
25,4,63
16,5,59
20,9,63
28,7,63
16,6,63
10,7,66
18,1,59
26,9,52
27,-3,51
13,1,61
15,2,59
19,3,61
18,3,61
19,3,61
18,3,60
18,3,61
16,3,61
16,3,60
16,3,62
15,2,60
17,3,61
17,2,61
19,2,61
18,3,65
13,0,71
28,-11,85
15,-10,68
31,-4,56
32,-6,31
37,9,34
49,34,54
38,41,41
37,43,35
37,40,24
37,43,12
43,44,6
41,43,3
42,46,15
25,38,10
44,32,8
57,26,32
39,33,21
50,27,26
40,42,32
29,40,31
22,34,40
16,30,42
16,25,51
21,26,59
14,27,61
-2,26,52
6,23,54
6,22,62
1,22,62
-7,19,61
3,19,59
4,22,62
6,19,58
6,18,53
-12,17,63
-11,17,66
-11,16,60
-21,12,58
-20,10,58
-21,10,58
-23,9,59
-25,3,59
-29,2,59
-29,-3,60
-35,-1,59
-33,1,56
-41,-1,61
-49,2,54
-40,2,44
-17,0,53
-11,0,52
3,4,46
15,4,47
18,-4,61
16,-4,67
21,-1,59
18,-1,68
47,6,82
19,7,60
-31,-21,41
6,10,60
-7,-1,68
-1,-8,72
3,-3,55
10,4,56
31,1,47
43,6,41
58,4,37
49,4,-7
77,8,2
94,-1,28
61,4,38
81,-15,25
83,-22,28
18,-23,34
10,-9,54
9,-1,54
20,13,53
6,22,48
0,30,53
16,37,56
19,37,49
42,28,48
52,31,48
49,28,51
71,25,47
69,16,40
54,11,41
51,10,40
50,1,35
71,0,41
38,-3,46
36,-3,48
35,2,51
