,BVP,ACC,EDA,HR,EM1,EM2
543,-45.65,29.0,0.10248199999999999,79.4,2,-2
544,9.68,43.0,0.10376300000000001,79.52,2,-2
545,-31.13,23.0,0.10376300000000001,79.6,2,-2
546,-4.15,26.0,0.10376300000000001,79.7,2,-2
547,-6.65,34.0,0.10504400000000001,79.78,2,-2
548,38.67,36.0,0.10504400000000001,79.92,2,-2
549,33.9,-1.0,0.10248199999999999,80.0,2,-2
550,-48.24,20.0,0.106325,80.08,2,-2
551,16.83,20.0,0.107606,80.17,2,-2
552,-14.93,20.0,0.10888699999999998,80.23,2,-2
553,11.75,20.0,0.10888699999999998,80.27,2,-2
554,17.89,20.0,0.110168,80.28,2,-2
555,-12.59,20.0,0.10888699999999998,80.23,2,-2
556,13.39,20.0,0.110168,80.18,2,-2
557,-46.74,21.0,0.10888699999999998,80.12,2,-2
558,32.44,21.0,0.110168,80.08,2,-2
559,22.89,21.0,0.110168,80.08,2,-2
560,-22.27,21.0,0.110168,80.02,2,-2
561,10.59,20.0,0.10888699999999998,79.9,2,-2
562,22.08,20.0,0.110168,79.78,2,-2
563,-21.91,21.0,0.10888699999999998,79.68,2,-2
564,26.61,22.0,0.10888699999999998,79.55,2,-2
565,20.57,24.0,0.110168,79.42,2,-2
566,15.1,21.0,0.10504400000000001,79.32,2,-2
567,-41.14,21.0,0.106325,79.22,2,-2
568,11.02,21.0,0.106325,79.12,2,-2
569,2.34,21.0,0.10504400000000001,79.02,2,-2
570,-28.78,21.0,0.106325,78.93,2,-2
571,5.69,21.0,0.10248199999999999,78.88,2,-2
572,-44.96,4.0,0.10504400000000001,78.87,2,-2
573,35.86,30.0,0.10376300000000001,78.87,2,-2
574,0.12,30.0,0.10376300000000001,78.9,2,-2
575,-45.51,27.0,0.10376300000000001,78.95,2,-2
576,7.45,41.0,0.10376300000000001,79.02,2,-2
577,4.21,31.0,0.10376300000000001,79.08,2,-2
578,31.45,32.0,0.10376300000000001,79.15,2,-2
579,-8.64,32.0,0.10376300000000001,79.23,2,-2
580,-27.6,33.0,0.10376300000000001,79.32,2,-2
581,21.41,33.0,0.10376300000000001,79.38,2,-2
582,-44.02,33.0,0.10248199999999999,79.45,2,-2
583,21.28,33.0,0.10376300000000001,79.48,2,-2
584,28.67,33.0,0.10504400000000001,79.53,2,-2
585,-6.66,33.0,0.10504400000000001,79.6,2,-2
586,-43.42,33.0,0.10504400000000001,79.67,2,-2
587,16.13,34.0,0.10504400000000001,79.73,2,-2
588,20.12,33.0,0.10248199999999999,79.78,2,-2
589,-38.98,33.0,0.10504400000000001,79.78,2,-2
590,24.19,34.0,0.10504400000000001,79.73,2,-2
591,9.57,33.0,0.10504400000000001,79.65,2,-2
592,-43.75,34.0,0.10504400000000001,79.57,2,-2
593,14.2,34.0,0.10376300000000001,79.48,2,-2
594,11.12,34.0,0.10504400000000001,79.42,4,-2
595,-17.75,34.0,0.10504400000000001,79.37,4,-2
596,-5.85,34.0,0.10504400000000001,79.33,4,-2
597,20.47,34.0,0.10888699999999998,79.33,4,-2
598,-9.46,34.0,0.107606,79.32,4,-2
599,-1.78,34.0,0.110168,79.28,4,-2
600,24.48,34.0,0.107606,79.22,4,-2
601,-23.46,34.0,0.107606,79.15,4,-2
602,14.19,34.0,0.107606,79.03,4,-2
603,-16.5,34.0,0.107606,78.93,4,-2
604,14.78,34.0,0.107606,78.87,4,-2
605,-10.26,34.0,0.10888699999999998,78.8,4,-2
606,-5.65,34.0,0.107606,78.75,4,-2
607,24.09,34.0,0.10888699999999998,78.73,4,-2
608,-160.89,33.0,0.10888699999999998,78.7,4,-2
609,-38.81,35.0,0.110168,78.67,4,-2
610,26.2,33.0,0.10888699999999998,78.65,4,-2
611,-10.1,33.0,0.10888699999999998,78.63,4,-2
612,10.37,34.0,0.107606,78.58,4,-2
613,30.63,34.0,0.106325,78.53,4,-2
614,-29.33,33.0,0.106325,78.47,4,-2
615,42.13,34.0,0.10504400000000001,78.43,4,-2
616,4.4,34.0,0.106325,78.42,4,-2
617,-28.61,34.0,0.106325,78.42,4,-2
618,21.23,34.0,0.106325,78.43,4,-2
619,8.18,34.0,0.106325,78.48,4,-2
620,-9.16,38.0,0.106325,78.58,4,-2
621,-35.11,36.0,0.10504400000000001,78.72,4,-2
622,1.52,36.0,0.106325,78.87,4,-2
623,-14.07,36.0,0.107606,79.02,4,-2
624,8.83,36.0,0.106325,79.2,4,-2
625,24.11,36.0,0.106325,79.38,4,-2
626,-36.58,36.0,0.10376300000000001,79.57,4,-2
627,20.02,36.0,0.106325,79.78,4,-2
628,-36.85,35.0,0.107606,80.0,4,-2
629,27.96,36.0,0.110168,80.25,4,-2
630,-9.82,35.0,0.10888699999999998,80.53,4,-2
631,11.96,35.0,0.110168,80.8,4,-2
632,13.99,35.0,0.10888699999999998,81.02,4,-2
633,-25.05,35.0,0.110168,81.22,4,-2
634,7.88,35.0,0.110168,81.4,4,-2
635,0.66,35.0,0.10888699999999998,81.53,4,-2
636,10.22,34.0,0.110168,81.63,4,-2
637,1.19,35.0,0.10888699999999998,81.72,4,-2
638,-21.46,36.0,0.10888699999999998,81.8,4,-2
639,-26.65,36.0,0.10888699999999998,81.88,4,-2
640,3.8,36.0,0.10888699999999998,81.93,4,-2
641,3.66,36.0,0.10888699999999998,82.02,4,-2
642,-24.69,36.0,0.110168,82.12,4,-2
643,24.09,36.0,0.10888699999999998,82.27,4,-2
644,9.42,37.0,0.107606,82.42,4,-2
645,-11.67,36.0,0.107606,82.55,4,-2
646,15.34,36.0,0.107606,82.68,4,-2
647,-20.85,36.0,0.107606,82.8,4,-2
648,39.7,36.0,0.106325,82.95,4,-2
649,-34.64,35.0,0.107606,83.12,4,-2
650,6.64,35.0,0.107606,83.28,4,-2
651,-10.65,35.0,0.107606,83.45,4,-2
652,8.91,35.0,0.107606,83.6,4,-2
653,13.91,38.0,0.107606,83.73,4,-2
654,-47.1,-6.0,0.110168,83.85,4,-2
655,22.48,34.0,0.10888699999999998,83.92,4,-2
656,9.74,-8.0,0.110168,83.95,4,-2
657,10.62,25.0,0.110168,83.95,4,-2
658,-14.9,26.0,0.110168,83.97,4,-2
659,9.55,27.0,0.107606,83.98,4,-2
660,-8.47,27.0,0.110168,84.03,4,-2
661,7.28,27.0,0.110168,84.1,4,-2
662,6.13,26.0,0.110168,84.22,4,-2
663,-29.96,26.0,0.110168,84.37,4,-2
664,7.49,27.0,0.110168,84.5,4,-2
665,-33.05,26.0,0.110168,84.65,4,-2
666,28.62,26.0,0.110168,84.77,4,-2
667,-32.22,26.0,0.111449,84.87,4,-2
668,23.41,26.0,0.110168,84.95,4,-2
669,-16.63,25.0,0.107606,85.0,4,-2
670,20.52,26.0,0.106325,85.05,4,-2
671,-9.28,25.0,0.107606,85.1,4,-2
672,11.2,25.0,0.10888699999999998,85.17,4,-2
673,-0.21,25.0,0.10888699999999998,85.23,4,-2
674,-24.61,25.0,0.10888699999999998,85.28,4,-2
675,19.0,24.0,0.11273,85.33,4,-2
676,-12.45,22.0,0.11273,85.33,4,-2
677,9.55,23.0,0.11273,85.32,4,-2
678,-2.32,23.0,0.11273,85.3,4,-2
679,-0.95,22.0,0.111449,85.23,4,-2
680,29.4,22.0,0.111449,85.1,4,-2
681,1.58,22.0,0.107606,84.98,4,-2
682,-36.54,22.0,0.111449,84.85,4,-2
683,9.66,25.0,0.111449,84.73,4,-2
684,19.9,22.0,0.111449,84.63,4,-2
685,-5.97,26.0,0.111449,84.52,4,-2
686,-8.0,33.0,0.11273,84.4,4,-2
687,9.34,37.0,0.110168,84.27,4,-2
688,80.29,38.0,0.107606,84.13,4,-2
689,9.29,54.0,0.10888699999999998,84.02,4,-2
690,71.42,36.0,0.111449,83.87,4,-2
691,24.29,52.0,0.111449,83.72,4,-2
692,-21.58,39.0,0.110168,83.63,4,-2
693,45.09,48.0,0.111449,83.58,4,-2
694,-36.37,48.0,0.111449,83.53,4,-2
695,-21.55,46.0,0.107606,83.45,4,-2
696,12.54,47.0,0.10888699999999998,83.45,4,-2
697,25.86,47.0,0.110168,83.47,4,-2
698,37.86,59.0,0.111449,83.47,4,-2
699,31.31,57.0,0.11273,83.47,4,-2
700,6.43,57.0,0.11273,83.47,4,-2
701,10.03,58.0,0.11273,83.43,4,-2
702,9.7,58.0,0.11273,83.48,4,-2
703,-22.53,57.0,0.110168,83.5,4,-2
704,5.67,58.0,0.11273,83.5,4,-2
705,-48.17,57.0,0.11273,83.52,4,-2
706,36.08,57.0,0.11273,83.55,4,-2
707,-38.89,57.0,0.11273,83.62,4,-2
708,26.7,56.0,0.11401099999999999,83.68,4,-2
709,11.16,57.0,0.11401099999999999,83.73,4,-2
710,-27.97,57.0,0.11401099999999999,83.78,4,-2
711,18.66,57.0,0.11401099999999999,83.78,4,-2
712,15.59,57.0,0.11401099999999999,83.78,4,-2
713,-6.17,57.0,0.11401099999999999,83.77,4,-2
714,26.48,57.0,0.11273,83.75,4,-2
715,-10.27,55.0,0.11401099999999999,83.77,4,-2
716,-16.58,57.0,0.11273,83.75,4,-2
717,-16.17,57.0,0.11273,83.72,4,-2
718,1.23,48.0,0.11273,83.67,4,-2
719,47.22,63.0,0.11273,83.6,4,-2
720,-20.93,58.0,0.11273,83.62,4,-2
721,23.08,58.0,0.11273,83.6,4,-2
722,-48.27,58.0,0.11273,83.57,4,-2
723,38.89,55.0,0.115292,83.55,4,-2
724,53.6,57.0,0.115292,83.55,4,-2
725,-25.14,59.0,0.11401099999999999,83.58,4,-2
726,-15.93,61.0,0.115292,83.55,4,-2
727,-3.16,59.0,0.116573,83.55,4,-2
728,29.35,59.0,0.115292,83.57,4,-2
729,-63.95,58.0,0.115292,83.63,4,-2
730,-20.17,59.0,0.115292,83.7,4,-2
731,-39.93,60.0,0.116573,83.78,4,-2
732,46.16,61.0,0.116573,83.88,4,-2
733,-43.71,61.0,0.116573,84.0,4,-2
734,42.08,60.0,0.11401099999999999,84.17,4,-2
735,-10.17,60.0,0.11401099999999999,84.37,4,-2
736,21.2,61.0,0.11273,84.62,4,-2
737,-19.05,60.0,0.115292,84.88,4,-2
738,29.24,61.0,0.115292,85.12,4,-2
739,7.72,61.0,0.116573,85.35,4,-2
740,-47.57,59.0,0.121697,85.6,4,-2
741,-16.77,59.0,0.121697,85.77,4,-2
742,1.62,59.0,0.121697,85.9,4,-2
743,29.7,62.0,0.124259,86.03,4,-2
744,-24.53,60.0,0.143475,86.15,4,-2
745,14.23,60.0,0.14091199999999998,86.28,4,-2
746,21.37,60.0,0.139631,86.42,4,-2
747,-32.48,58.0,0.13578800000000002,86.52,4,-2
748,31.45,54.0,0.137069,86.58,4,-2
749,-39.55,61.0,0.131945,86.5,4,-2
750,27.92,59.0,0.134507,86.45,4,-2
751,-54.37,59.0,0.134507,86.45,4,-2
752,37.98,59.0,0.134507,86.42,4,-2
753,-29.18,59.0,0.134507,86.35,4,-2
754,-11.57,59.0,0.133226,86.28,4,-2
755,50.04,59.0,0.134507,86.3,4,-2
756,-0.52,59.0,0.134507,86.27,4,-2
757,-48.63,59.0,0.133226,86.22,4,-2
758,32.22,59.0,0.131945,86.15,4,-2
759,0.85,58.0,0.133226,86.07,4,-2
760,-17.18,58.0,0.133226,86.0,4,-2
761,20.0,58.0,0.133226,85.9,4,-2
762,-45.22,58.0,0.134507,85.68,4,-2
763,-37.65,56.0,0.133226,85.47,4,-2
764,2.61,58.0,0.134507,85.22,4,-2
765,-27.74,58.0,0.134507,84.95,4,-2
766,-65.42,59.0,0.134507,84.67,4,-2
767,41.36,59.0,0.134507,84.4,4,-2
768,28.13,59.0,0.134507,84.12,4,-2
769,-2.99,57.0,0.131945,83.85,4,-2
770,-20.38,58.0,0.134507,83.6,4,-2
771,-69.01,58.0,0.133226,83.38,4,-2
772,10.89,57.0,0.133226,83.18,4,-2
773,52.85,57.0,0.134507,83.0,4,-2
774,-12.5,54.0,0.134507,82.82,4,-2
775,-12.41,55.0,0.13578800000000002,82.63,4,-2
776,31.32,57.0,0.134507,82.48,4,-2
777,48.53,57.0,0.13578800000000002,82.37,4,-2
778,-21.56,56.0,0.13578800000000002,82.27,4,-2
779,-37.72,57.0,0.134507,82.18,4,-2
780,43.05,57.0,0.133226,82.0,4,-2
781,19.0,57.0,0.13578800000000002,81.85,4,-2
782,-28.8,57.0,0.13578800000000002,81.73,4,-2
783,2.82,56.0,0.134507,81.62,4,-2
784,43.64,58.0,0.137069,81.52,4,-2
785,-27.91,52.0,0.137069,81.38,4,-2
786,-1.15,54.0,0.139631,81.33,4,-2
787,-23.31,56.0,0.14219400000000001,81.28,4,-2
788,20.8,55.0,0.137069,81.2,4,-2
789,-68.05,56.0,0.131945,81.22,4,-2
790,9.39,56.0,0.131945,81.22,4,-2
791,-49.6,56.0,0.128102,81.22,4,-2
792,41.19,57.0,0.131945,81.18,4,-2
793,-40.34,55.0,0.130664,81.13,4,-2
794,-5.19,56.0,0.130664,81.12,4,-2
795,-78.46,56.0,0.131945,81.05,4,-2
796,124.72,57.0,0.130664,80.95,4,-2
797,-25.25,57.0,0.12682100000000002,80.83,4,-2
798,23.79,54.0,0.130664,80.72,4,-2
799,-64.1,53.0,0.129383,80.6,4,-2
800,43.82,54.0,0.131945,80.48,4,-2
801,31.99,53.0,0.130664,80.4,4,-2
802,-2.46,54.0,0.129383,80.37,4,-2
803,-62.24,53.0,0.130664,80.33,4,-2
804,9.97,52.0,0.131945,80.38,4,-2
805,73.86,53.0,0.131945,80.18,4,-2
806,-5.54,52.0,0.130664,79.98,4,-2
807,-62.63,52.0,0.130664,79.8,4,-2
808,48.73,53.0,0.131945,79.7,4,-2
809,68.26,53.0,0.131945,79.73,4,-2
810,-40.14,53.0,0.131945,79.77,4,-2
811,-7.11,54.0,0.130664,79.78,4,-2
812,-38.87,60.0,0.131945,79.82,4,-2
813,115.35,55.0,0.129383,79.85,4,-2
814,-9.69,57.0,0.130664,79.9,4,-2
815,7.74,57.0,0.130664,79.92,4,-2
816,-45.59,55.0,0.131945,79.9,4,-2
817,-99.18,56.0,0.131945,79.88,4,-2
818,49.38,56.0,0.131945,79.9,4,-2
819,-2.25,56.0,0.133226,79.92,4,-2
820,-27.51,57.0,0.129383,79.95,4,-2
821,31.18,56.0,0.131945,80.03,4,-2
822,6.18,57.0,0.131945,80.15,4,-2
823,22.8,58.0,0.131945,80.3,4,-2
824,5.54,57.0,0.129383,80.48,4,-2
825,-18.41,57.0,0.131945,80.67,4,-2
826,6.44,57.0,0.131945,80.87,4,-2
827,13.5,56.0,0.131945,81.05,4,-2
828,-8.91,56.0,0.131945,81.25,4,-2
829,11.48,57.0,0.131945,81.47,4,-2
830,1.33,57.0,0.133226,81.68,4,-2
831,20.18,58.0,0.131945,81.93,4,-2
832,51.14,61.0,0.131945,82.18,4,-2
833,-86.46,61.0,0.131945,82.47,4,-2
834,75.06,59.0,0.131945,82.75,4,-2
835,-33.08,57.0,0.131945,83.02,4,-2
836,-22.89,58.0,0.131945,83.27,4,-2
837,-0.81,59.0,0.131945,83.48,4,-2
838,87.73,60.0,0.131945,83.68,4,-2
839,46.74,61.0,0.131945,83.83,4,-2
840,3.87,57.0,0.129383,83.97,4,-2
841,-5.2,57.0,0.129383,84.08,4,-2
842,0.17,57.0,0.129383,84.18,4,-2
843,0.15,57.0,0.129383,84.35,4,-2
844,0.14,55.0,0.130664,84.5,4,-2
845,-1.02,58.0,0.131945,84.63,4,-2
846,-30.75,56.0,0.12682100000000002,84.75,4,-2
847,-37.73,61.0,0.131945,84.83,4,-2
848,-31.95,58.0,0.131945,84.93,4,-2
849,-0.12,58.0,0.131945,84.93,4,-2
850,-33.93,58.0,0.131945,84.93,4,-2
851,-4.42,58.0,0.129383,84.92,4,-2
852,45.75,57.0,0.133226,84.9,4,-2
853,1.15,58.0,0.130664,84.92,4,-2
854,-46.36,57.0,0.130664,84.9,4,-2
855,45.32,58.0,0.131945,84.92,4,-2
856,3.38,57.0,0.131945,84.98,4,-2
857,-37.49,58.0,0.128102,85.07,4,-2
858,-1.86,58.0,0.131945,85.15,4,-2
859,40.95,58.0,0.130664,85.27,4,-2
860,-95.01,57.0,0.131945,85.38,4,-2
861,36.33,57.0,0.130664,85.55,4,-2
862,4.9,64.0,0.131945,85.68,4,-2
863,85.69,54.0,0.130664,85.8,4,-2
864,37.92,25.0,0.130664,85.82,4,-2
865,119.32,17.0,0.131945,86.07,4,-2
866,-25.15,-6.0,0.14987999999999999,86.32,4,-2
867,32.18,50.0,0.152442,86.47,4,-2
868,2.48,33.0,0.14987999999999999,86.58,4,-2
869,-103.65,50.0,0.14987999999999999,86.7,4,-2
870,56.32,54.0,0.14987999999999999,86.8,4,-2
871,11.69,40.0,0.148599,86.87,4,-2
872,-49.83,44.0,0.147318,86.92,4,-2
873,41.33,47.0,0.146037,86.97,4,-2
874,-67.1,11.0,0.146037,86.98,4,-2
875,92.33,54.0,0.147318,87.02,4,-2
876,-97.66,21.0,0.148599,87.1,4,-2
877,17.3,21.0,0.148599,87.22,4,-2
878,9.52,22.0,0.147318,87.32,4,-2
879,-47.92,24.0,0.144756,87.45,4,-2
880,-7.91,2.0,0.146037,87.6,4,-2
881,-31.4,10.0,0.147318,87.73,4,-2
882,5.57,-10.0,0.144756,87.87,4,-2
883,2.27,-78.0,0.143475,87.98,4,-2
884,138.01,46.0,0.144756,88.1,4,-2
885,-3.67,39.0,0.14987999999999999,88.23,4,-2
886,56.71,14.0,0.16269,88.38,4,-2
887,32.84,-6.0,0.157566,88.55,4,-2
888,28.46,37.0,0.151161,88.72,4,-2
889,52.88,15.0,0.152442,88.87,4,-2
890,53.88,16.0,0.14987999999999999,89.05,4,-2
